,business_id,review_count,categories,primary_category_clean,categories_new,city,coordinates.latitude,coordinates.longitude,location.zip_code,stars,neighborhoods,price,oldest_review,std_of_stars,reviews_per_week,median_of_stars,reactions_per_week,stars_linear_coef,restaurant_density,restaurant_similar_density,zreview_count_all,zstar_all,zprice_all,zreview_per_week_all,is_claimed,is_chain,is_closed
264,kBxBEAu8lVI9ikESDJk9Kw,8,"['Pizza', 'Restaurants']",Pizza,"[{'alias': 'pizza', 'title': 'Pizza'}]",Phoenix,33.6555665,-112.0119989,85050,4,[],2,16513,0.829156198,0.000484467,3.5,0.000968934,0.000869304,3,2,1.38873015,0.266666667,0.125,-0.872874869,TRUE,TRUE,FALSE
265,1iJA5fYMDLjCE8PBrt4kMg,3,['Restaurants'],Restaurants,"[{'alias': 'cafes', 'title': 'Cafes'}]",Phoenix,33.485845,-112.134374,85017,4,[],1,6601,0.816496581,0.000454477,4,0,0.004371752,8,1,-0.479491908,0.075,-0.071428571,-0.409819571,TRUE,FALSE,FALSE
266,IuAPYzf3NSyfyXYgT46YVA,203,"['Gastropubs', 'American (New)', 'Restaurants']",Gastropubs,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'newamerican', 'title': 'American (New)'}]",Scottsdale,33.49783,-111.92727,85251,4.5,[],3,10437,0.89613679,0.018875156,5,0.088627,-0.000710932,119,30,0.947938197,0.181512605,0.279661017,1.302091768,TRUE,FALSE,FALSE
267,UETunq2HsmwW9pbsSGWZ6g,8,"['Asian Fusion', 'Chinese', 'Restaurants']",Asian Fusion,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'soup', 'title': 'Soup'}]",Mesa,33.413158,-111.875778,85202,3.5,[],1,3815,0.968245837,0.002096986,3,0.007077326,0.012366159,21,5,-0.60870428,-0.033333333,-0.025,-0.243788946,FALSE,FALSE,FALSE
268,7rs4ZwSHH57epBipWomYhw,4,"['Pizza', 'Restaurants']",Pizza,"[{'alias': 'pizza', 'title': 'Pizza'}]",Mesa,33.37644,-111.85867,85210,3.5,[],2,7413,1.658312395,0.000539593,4,0.000134898,-0.006067585,15,4,-0.582151563,0.033333333,0.05,-0.601648003,FALSE,TRUE,FALSE
269,ZjAOwETDQwI_kc02fMroNg,4,"['Sandwiches', 'Restaurants']",Sandwiches,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",Queen Creek,33.2194,-111.56384,85240,3.5,[],1,8379,1.658312395,0.000477384,4,0.000477384,-0.001097307,2,2,-1,-0.05,0,-1,FALSE,TRUE,FALSE
270,_tkAI5Q5XQSfgbqJzDKSDQ,138,"['Nightlife', 'Mexican', 'Tex-Mex', 'Restaurants']",Nightlife,"[{'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",Scottsdale,33.49332428,-111.9319839,85251,3,[],2,20356,1.179413881,0.006730202,3,0.012821772,0.000290787,124,24,0.341591418,-0.12016129,0.036585366,-0.160168219,TRUE,FALSE,FALSE
271,yedGp-iaruaBykL7TswBtg,20,"['American (Traditional)', 'Restaurants']",American (Traditional),"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'diners', 'title': 'Diners'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",Scottsdale,33.48673297,-111.9257484,85251,3,[],1,14336,1.160818677,0.001395089,3,0.002162388,-0.000601989,102,23,-0.879257096,-0.124509804,-0.205445545,-0.846730801,TRUE,TRUE,FALSE
272,lK35BgpjOMXwchPzqYWomg,27,"['Burgers', 'Sandwiches', 'Restaurants']",Burgers,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",Phoenix,33.46599127,-112.0816451,85003,3.5,[],1,3920,1.080351685,0.006632653,4,0.010204082,-0.003064652,57,16,-0.459064913,-0.015789474,-0.087719298,0.057503967,TRUE,TRUE,FALSE
273,K3ixgWzwRVWYt3Kc1JqQ9A,6,"['Sandwiches', 'Restaurants']",Sandwiches,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'delis', 'title': 'Delis'}]",Peoria,33.63957977,-112.2510223,85382,3.5,[],1,8974,1.105541597,0.000668598,4,0.002117228,-0.001603194,18,3,-0.970447998,0.016666667,-0.180555556,-0.832215931,TRUE,TRUE,FALSE
274,If2DUhmWIvlu2JFc_rR-Bw,15,"['Pizza', 'Restaurants']",Pizza,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",Phoenix,33.4485699,-112.07444,85004,3.5,[],1,14217,1.306394529,0.001055075,3,0.002391503,0.000382,91,28,-0.469923049,0.012087912,-0.142857143,-0.597183937,TRUE,FALSE,FALSE
275,QkyN2vqQidQhotvOtPIrkw,90,"['Pizza', 'Restaurants']",Pizza,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",Phoenix,33.474345,-112.064842,85006,3.5,[],2,6377,1.176561737,0.013799592,4,0.032303591,0.001681614,62,11,0.223597783,-0.014516129,0.149193548,1.235407209,TRUE,TRUE,FALSE
276,-5rFC4EVrT-v8g1PSEf6Xg,35,"['Asian Fusion', 'Restaurants']",Asian Fusion,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}]",Avondale,33.48110071,-112.339392,85392,4,[],2,11970,1.167355169,0.002756892,4,0.006850459,0.000433528,8,1,0.53634659,0.0625,0.125,0.351174644,TRUE,FALSE,FALSE
277,V5QdxePG-pGPXVPHSLLM9A,99,"['Coffee & Tea', 'Food', 'Bars', 'Nightlife', 'Restaurants', 'Sandwiches']",Coffee & Tea,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",Phoenix,33.48855903,-112.0653334,85014,4,[],1,10836,1.080656304,0.008951643,4,0.024547804,0.000115792,53,7,0.28075306,0.10754717,-0.110576923,0.457071189,TRUE,FALSE,FALSE
278,_7EJtWjOjZsBUNRvzw-_Xg,16,"['Burgers', 'Restaurants']",Burgers,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",Glendale,33.53515269,-112.2609186,85305,2.5,[],2,14917,1.224744871,0.001072602,2.5,0.002614467,4.91E-05,9,5,-0.738639668,-0.166666667,0.03125,-0.787601809,TRUE,TRUE,FALSE
279,x8I3XYa6CbI9REIJpDFtQA,33,"['Hot Dogs', 'Restaurants']",Hot Dogs,"[{'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",Tempe,33.41850907,-111.9363096,85281,4,[],1,19432,1.058439345,0.00169823,4,0.003190613,-0.000192348,105,18,-0.393980174,0.106666667,-0.117346939,-0.541396294,TRUE,FALSE,FALSE
280,2gBKQ-epOTPMNvXoGyyVbQ,4,"['Chinese', 'Restaurants']",Chinese,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'soup', 'title': 'Soup'}]",Casa Grande,32.87909,-111.7326,85222,3,[],1,11592,1.224744871,0.000345066,2.5,0.000776398,0.00253453,9,6,-0.921417333,-0.011111111,-0.111111111,-0.960652828,FALSE,FALSE,FALSE
281,KUuJuEudXr__j_BHYXBNYQ,3,"['American (Traditional)', 'Fast Food', 'Restaurants']",American (Traditional),"[{'alias': 'hotdogs', 'title': 'Fast Food'}]",Avondale,33.44132996,-112.349205,85323,2.5,[],1,14721,0.942809042,0.000203791,3,0.000475511,-0.00186212,16,3,-0.902459412,-0.1875,-0.03125,-0.994368281,TRUE,TRUE,FALSE
282,SC2r5q8cVXxClDqgqLpIUw,12,"['Mexican', 'Restaurants']",Mexican,"[{'alias': 'mexican', 'title': 'Mexican'}]",Mesa,33.36528,-111.85867,85210,4,[],1,16555,0.640095479,0.000724857,4,0.000604047,-0.000514062,12,1,-0.58465326,0.083333333,-0.145833333,-0.735411411,FALSE,TRUE,FALSE
283,sMO71vGV8wkKujOle3-v7g,63,"['Barbeque', 'Restaurants']",Barbeque,"[{'alias': 'bbq', 'title': 'Barbeque'}]",Peoria,33.63368162,-112.2357458,85382,4,[],2,18669,1.032136147,0.003267449,4,0.005784991,-2.99E-05,41,2,1.537249144,0.129268293,0.064102564,0.60364365,TRUE,TRUE,FALSE
284,j6VY9UwaQCiEWfQtNyEouQ,3,"['Mexican', 'Restaurants']",Mexican,"[{'alias': 'mexican', 'title': 'Mexican'}]",Phoenix,33.47959,-112.01229,85008,4,[],1,9709,0.816496581,0.000308992,4,0.000823978,0.001941048,24,4,-0.766151233,0.104166667,-0.052083333,-0.774025069,FALSE,FALSE,FALSE
285,ugzBjxLS8wchZcASnHJO2g,3,"['Fast Food', 'Restaurants']",Fast Food,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",Phoenix,33.58148193,-112.1336136,85029,3.5,[],1,9772,0.942809042,0.000307,4,0.000920999,0.000845409,31,10,-0.739045892,-0.006451613,-0.112903226,-0.648356716,FALSE,TRUE,FALSE
286,CBkGxR3tZjR91bmI0gUuBQ,18,"['Chinese', 'Restaurants']",Chinese,"[{'alias': 'chinese', 'title': 'Chinese'}]",Peoria,33.65270354,-112.2537464,85382,4,[],2,11592,1.118033989,0.001552795,4,0.001811594,0.000207326,9,2,2.090019574,0.122222222,0.138888889,1.743536009,TRUE,FALSE,FALSE
287,6GjP-FRibXc-I4YrsIYxew,4,"['Fast Food', 'Tex-Mex', 'Restaurants']",Fast Food,"[{'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'mexican', 'title': 'Mexican'}]",Scottsdale,33.62941,-111.88937,85260,4,[],1,15498,1,0.000258098,4,0.002064783,-0.000774162,43,14,-0.853719969,0.106976744,-0.077380952,-0.699988076,TRUE,TRUE,FALSE
288,8FNO4D3eozpIjj0k3q5Zbg,27,"['American (Traditional)', 'Restaurants']",American (Traditional),"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'buffets', 'title': 'Buffets'}]",Phoenix,33.68550356,-112.0829098,85027,2.5,[],2,15456,1.101190278,0.001746894,2,0.004270186,0.000341407,8,2,-0.310153116,-0.1875,0.1875,-0.409373672,TRUE,FALSE,FALSE
289,qkhzmBKShH9QQwh16hMxQw,8,"['American (Traditional)', 'Restaurants']",American (Traditional),"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",Phoenix,33.55274,-112.13595,85051,4,[],1,9709,1.247219129,0.000617983,4,0.001647956,-0.002204299,15,3,-0.404178002,0.12,-0.116666667,-0.582039305,FALSE,FALSE,FALSE
290,wmuYTDs5kVaPRdFjKGtk_w,6,"['American (Traditional)', 'Diners', 'Restaurants']",American (Traditional),"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",Phoenix,33.50984192,-112.109375,85015,2.5,[],1,13545,0.957427108,0.000442968,2.5,0.003691399,-0.000197493,14,3,-0.502690824,-0.178571429,0,-0.471765493,TRUE,TRUE,FALSE
291,VrqEeynr7KqucvEjpz8w_g,29,"['Seafood', 'Restaurants', 'Italian']",Seafood,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}]",Gilbert,33.30103,-111.7431,85296,3.5,[],2,11669,1.259656578,0.00239952,4,0.003342189,-0.000345589,21,6,-0.455927455,-0.014285714,0.047619048,-0.488981544,TRUE,TRUE,FALSE
292,W1yep4yDSoLbDFIL4Avz5w,60,"['Restaurants', 'Italian']",Restaurants,"[{'alias': 'italian', 'title': 'Italian'}]",Scottsdale,33.5264555,-111.9255963,85250,4,[],2,20251,1.16863147,0.002913436,4,0.009085971,8.72E-05,13,3,-0.307186839,-0.007692308,-0.076923077,-0.577618149,TRUE,FALSE,FALSE
293,XxE8YV18K6Cb7uvQLN3XZQ,42,"['Greek', 'Mediterranean', 'Restaurants']",Greek,"[{'alias': 'salad', 'title': 'Salad'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",Mesa,33.4198,-111.83957,85201,4,[],1,12642,0.811869121,0.003243158,4,0.002847651,-9.57E-05,14,4,0.330373659,0.014285714,-0.071428571,0.435187757,TRUE,FALSE,FALSE
294,bEQjf7c-9qkNWgXvriSGZw,24,"['Diners', 'Restaurants', 'Event Planning & Services', 'Caterers']",Diners,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",Chandler,33.30485,-111.95149,85226,3.5,[],1,14966,1.165022696,0.001536817,3,0.004744087,0.000224636,11,2,-0.116211561,-0.027272727,-0.068181818,-0.287416887,TRUE,FALSE,FALSE
295,QIP6aoXCKulX_M8h-RBhNA,3,['Restaurants'],Restaurants,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",Mesa,33.4221,-111.83879,85201,3,[],1,6216,0.816496581,0.000482625,3,0.00032175,-0.006904874,13,1,-0.726454833,-0.146153846,-0.057692308,-0.717556892,FALSE,FALSE,FALSE
296,3X081wewB-J5tIMO_aOPnA,12,"['American (Traditional)', 'Steakhouses', 'Seafood', 'Restaurants']",American (Traditional),"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",Goodyear,33.46486,-112.35506,85338,3.5,[],2,13762,1.190238071,0.000871966,4,0.001525941,0.001034132,28,9,-0.466922151,-0.021428571,0.107142857,-0.639160578,TRUE,TRUE,FALSE
297,TlhwHtKT9xe321H9Axl06g,13,"['Fast Food', 'Restaurants']",Fast Food,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",Glendale,33.63980278,-112.1512478,85308,4,[],1,18543,1.249852062,0.000701073,4,0.001294289,0.000809124,11,7,-0.752038141,0.072727273,-0.068181818,-0.851925239,TRUE,TRUE,FALSE
298,uy1Ek9LC3uDGH-DHtGx00Q,4,"['American (Traditional)', 'Fast Food', 'Restaurants']",American (Traditional),"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",Glendale,33.58144379,-112.1701508,85302,3.5,[],1,17213,1.118033989,0.000232383,3.5,0.001336199,-0.001555866,10,5,-1.029614802,-0.01,-0.083333333,-1.267736244,TRUE,TRUE,FALSE
299,0le8kj4gIHe9aZ1NfS2_Ag,5,['Restaurants'],Restaurants,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",Mesa,33.3837913,-111.683924,85209,2,[],1,7329,0.632455532,0.000682221,2,0,-0.001329404,22,9,-0.674789026,-0.340909091,-0.142857143,-0.62469556,FALSE,TRUE,FALSE
300,TehSM5JrMRikSnjnnfulbw,54,"['American (New)', 'Restaurants']",American (New),"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'soup', 'title': 'Soup'}]",Cave Creek,33.832374,-111.9554101,85331,4,[],2,15547,1.096491176,0.003344697,4,0.004952724,-0.001008735,8,3,0.434151137,-0.0375,0.125,0.450691682,TRUE,FALSE,FALSE
301,N_6bV3c3JagKW7sD3X9ldA,111,"['Bars', 'Dive Bars', 'Burgers', 'Nightlife', 'Sports Bars', 'Restaurants']",Bars,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'bars', 'title': 'Bars'}]",Phoenix,33.47997,-112.09084,85007,4,[],1,18291,0.889284233,0.006013887,4,0.019681811,-0.000248861,33,5,1.502252244,0.078787879,-0.083333333,1.457575832,TRUE,FALSE,FALSE
302,JsanjIgKkl_b6kc4qWC55Q,68,"['Pakistani', 'Indian', 'Buffets', 'Restaurants']",Pakistani,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'pakistani', 'title': 'Pakistani'}, {'alias': 'buffets', 'title': 'Buffets'}]",Tempe,33.42136,-111.92481,85281,4,[],2,17052,1.149156809,0.003929158,4,0.007799672,0.000600437,100,5,0.083507462,0.111,0.161290323,-0.082662879,TRUE,FALSE,FALSE
303,wJGJt3NPaHvE-GMIeN-H5Q,6,['Restaurants'],Restaurants,"[{'alias': 'hotdogs', 'title': 'Fast Food'}]",Phoenix,33.68321991,-112.1061935,85027,3,[],1,14847,1.067187373,0.000404122,3.5,0.000808244,0.000367941,16,5,-0.659379558,-0.1,-0.03125,-0.584950184,FALSE,TRUE,FALSE
304,m3u8wtUHORnLlB-Wl84Fzg,20,"['Food', 'Food Delivery Services', 'Delis', 'Sandwiches', 'Restaurants']",Food D,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",Chandler,33.316811,-111.971527,85226,4,[],1,8589,1.029563014,0.00232856,4,0.005006404,0.001301533,50,9,-0.458445525,0.1,-0.12755102,-0.207294693,TRUE,TRUE,FALSE
305,J8mGEhhQGVWqxJVijiHQ0g,5,"['Delis', 'Sandwiches', 'Restaurants']",Delis,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",Scottsdale,33.62585456,-111.910675,85260,4,[],1,12530,0.748331477,0.000399042,4,0.00103751,0.001085713,37,15,-1.069608183,0.081081081,-0.141891892,-0.830920651,TRUE,FALSE,FALSE
306,27hfvE5DcOY3J1-MWbTU9Q,13,"['Pizza', 'Restaurants']",Pizza,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",Scottsdale,33.4803974,-111.9361136,85251,3.5,[],2,16114,0.897527468,0.000744694,3,0.001241157,0.000773929,29,13,-0.89873383,-0.037931034,0.086206897,-0.744988291,TRUE,TRUE,FALSE
307,mxrXVZWc6PWk81gvOVNOUw,293,"['American (Traditional)', 'Restaurants']",American (Traditional),"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'steak', 'title': 'Steakhouses'}]",Scottsdale,33.50869528,-111.9270802,85251,4,[],2,21182,0.925371053,0.01364366,4,0.044471721,0.000138703,87,25,1.897492147,0.085057471,0.029411765,0.737636543,TRUE,FALSE,FALSE
308,5nrEG6lFlKfr-OluekbsTw,36,"['Thai', 'Restaurants']",Thai,"[{'alias': 'thai', 'title': 'Thai'}]",Anthem,33.86455378,-112.1377409,85086,4,[],2,16380,0.986013297,0.002197802,4,0.003174603,-0.000583811,6,1,0.958361361,0.05,0.083333333,0.153803753,TRUE,FALSE,FALSE
309,knLSows1coxal0jKtFGl8Q,15,"['Diners', 'Restaurants']",Diners,"[{'alias': 'diners', 'title': 'Diners'}]",Phoenix,33.65428301,-112.1002353,85023,3,[],1,11515,1.222020185,0.001302649,3,0.003300043,-0.00041544,15,1,-0.02998667,-0.04,0,0.063087341,FALSE,FALSE,FALSE
310,cUaaIk_3UdeSJ54CLvrW8A,60,"['Pizza', 'Restaurants']",Pizza,"[{'alias': 'pizza', 'title': 'Pizza'}]",Tempe,33.4243474,-111.9398364,85281,3.5,[],1,17906,1.045915161,0.003294985,4,0.012118843,1.82E-05,92,9,-0.113776782,0.00326087,-0.123529412,-0.268339833,TRUE,TRUE,FALSE
311,sa-CgzlC0m5xrspvBbz6xA,18,"['Asian Fusion', 'Mongolian', 'Restaurants']",Asian Fusion,"[{'alias': 'mongolian', 'title': 'Mongolian'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",Chandler,33.2788302,-111.7904534,85286,4,[],2,12285,0.881917104,0.001465201,4,0.001465201,-0.000746915,16,3,0.210936314,0.15,0.125,-0.002892393,TRUE,TRUE,FALSE
312,vxPPpj5jJKO8DtapF5S-NQ,36,"['Latin American', 'Restaurants']",Latin American,"[{'alias': 'latin', 'title': 'Latin American'}]",Mesa,33.39232,-111.82418,85210,4,[],1,15526,0.886716094,0.002318691,4,0.005152647,-0.000301664,7,1,0.740703893,0.114285714,-0.071428571,0.707989572,TRUE,FALSE,FALSE
313,RSOppDX3TPNbBtrWuIMElA,16,"['Barbeque', 'Hawaiian', 'Restaurants']",Barbeque,"[{'alias': 'hawaiian', 'title': 'Hawaiian'}, {'alias': 'bbq', 'title': 'Barbeque'}]",Mesa,33.3258399,-111.6874731,85212,3,[],1,11620,1.059456927,0.001204819,3,0.001893287,-0.000134382,9,3,0.906648151,-0.066666667,-0.083333333,0.642583968,TRUE,TRUE,FALSE
314,Cz0McL5lUaihqOIw0_Yo7w,105,"['Breakfast & Brunch', 'Restaurants']",Breakfast & Brunch,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'waffles', 'title': 'Waffles'}]",Scottsdale,33.63920593,-111.8817368,85260,3.5,[],2,10850,1.33084098,0.009493088,4,0.032903226,0.000314829,16,4,1.722950681,0,0.166666667,2.464583777,TRUE,TRUE,FALSE
316,G9LwkTSdKOyOGqd5BbuIkA,155,"['Mexican', 'Event Planning & Services', 'Venues & Event Spaces', 'Restaurants']",Mexican,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",Phoenix,33.54534425,-112.0430436,85020,3.5,[],2,18592,1.242145164,0.008283133,3,0.020277539,0.000227433,17,4,2.527670535,-0.029411765,0.088235294,1.827430564,TRUE,FALSE,FALSE
317,udyeC0A16GWcSas7L5hwHg,4,"['Breakfast & Brunch', 'Restaurants']",Breakfast & Brunch,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'diners', 'title': 'Diners'}]",Mesa,33.39377,-111.840607,85210,3.5,[],1,12299,1.299038106,0.00032523,3,0.000406537,0.002141017,18,11,-0.633133446,-0.027777778,-0.069444444,-0.73084983,TRUE,TRUE,FALSE
318,qrLqx4oBeR2gNDE873bUHw,4,"['Food', 'Do-It-Yourself Food', 'Mexican', 'Restaurants']",Do-It-,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'salad', 'title': 'Salad'}]",Mesa,33.3918237,-111.7191551,85206,3.5,[],1,4879,1.299038106,0.00081984,3,0.00245952,-0.005131737,13,5,-0.729212627,0.038461538,-0.083333333,-0.613095762,TRUE,FALSE,FALSE
319,XA-mMT47rFZNEllPBCYWQQ,26,"['Tex-Mex', 'Restaurants']",Tex-Mex,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",Scottsdale,33.62229452,-111.8739993,85260,3,[],1,14903,1.187334542,0.001744615,3,0.007984969,-0.00086441,14,7,0.026978625,-0.078571429,-0.053571429,-0.170315331,TRUE,TRUE,FALSE
320,zWB92QgkfyNTVIB8RMsGkQ,3,"['American (Traditional)', 'Restaurants']",American (Traditional),"[{'alias': 'cafes', 'title': 'Cafes'}]",Scottsdale,33.53412,-111.9266,85253,5,[],1,7007,0,0.000428143,5,0.000713572,0,14,1,-1.068398646,0.214285714,-0.357142857,-1.038230181,TRUE,FALSE,FALSE
321,8TGUK7LD3M-vLWml-jLb0w,37,"['Chinese', 'Restaurants']",Chinese,"[{'alias': 'chinese', 'title': 'Chinese'}]",Mesa,33.39443,-111.87558,85202,3.5,[],1,20629,1.100995621,0.001745116,3.5,0.004459741,0.00027498,21,1,0.420280689,-0.028571429,-0.0625,-0.030894782,FALSE,FALSE,FALSE
322,ML1RJdeZ7bbfMrHvJ7m99A,185,"['Italian', 'Pizza', 'Restaurants']",Italian,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",Phoenix,33.50951767,-112.0602036,85014,4,[],2,17745,1.21284286,0.01025641,4,0.033248802,0.000148638,45,8,0.8718393,0.077777778,0.133333333,0.381617463,TRUE,TRUE,FALSE
323,t0HV1S6uhBxLB5IyZC5hMQ,5,"['Mexican', 'Restaurants']",Mexican,"[{'alias': 'mexican', 'title': 'Mexican'}]",Phoenix,33.4652693,-112.0478449,85006,3.5,[],1,14322,1.356465997,0.000349113,4,0.00104734,-0.00086097,23,14,-0.57875912,-0.047826087,-0.097826087,-0.677272664,TRUE,FALSE,FALSE
324,RW0cELoDiJ-DkQntO3w4LQ,6,"['American (Traditional)', 'Restaurants']",American (Traditional),"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",Mesa,33.37733,-111.68842,85208,3.5,[],1,17962,1.258305739,0.000334039,4,0.000501058,0.000522616,15,6,-0.594566967,-0.04,-0.125,-0.844974075,TRUE,TRUE,FALSE
325,acZ2GUh3R_wcu4r3Z5tSCQ,5,"['Sandwiches', 'Restaurants']",Sandwiches,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",Phoenix,33.4480003,-112.0730318,85004,4,[],1,2772,1.166190379,0.001803752,5,0.005050505,-0.085738069,90,15,-0.557433196,0.111111111,-0.141666667,-0.51161233,TRUE,TRUE,FALSE
326,2r8jGeuYvMkyP2ik_X-Bxw,92,"['Food', 'Desserts', 'American (Traditional)', 'American (New)', 'Restaurants']",Desser,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'seafood', 'title': 'Seafood'}]",Phoenix,33.5103372,-112.0295106,85016,3.5,[],2,17633,1.14970476,0.005160778,4,0.017580673,-0.000264849,48,15,0.005585245,-0.033333333,0.048913043,-0.242042848,TRUE,TRUE,FALSE
327,YEQkTCmphjr6XKPh4m93AQ,112,"['Sushi Bars', 'Japanese', 'Restaurants']",Sushi Bars,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'teppanyaki', 'title': 'Teppanyaki'}]",Scottsdale,33.50023,-111.92692,85251,3.5,[],2,19803,1.168774169,0.005554714,4,0.011816391,0.000270327,120,10,0.046966212,-0.019166667,0.029411765,-0.323402719,TRUE,FALSE,FALSE
328,OmJ283Un9mAbr_gc7v4N4A,17,"['Korean', 'Japanese', 'Restaurants']",Korean,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'korean', 'title': 'Korean'}]",Tempe,33.4228623,-111.9364395,85281,3.5,[],1,5915,1.185261275,0.002874049,3,0.001690617,9.91E-05,100,4,-0.575991213,0.01,-0.116847826,-0.318844841,TRUE,FALSE,FALSE
329,0Jouvs4G3d6CcG3pYGZ20A,4,"['American (Traditional)', 'Restaurants']",American (Traditional),"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'mexican', 'title': 'Mexican'}]",Phoenix,33.52372668,-112.1138746,85017,4,[],1,12376,1.089724736,0.000323206,4,0.000727214,0.001861238,11,5,-0.464448472,0.209090909,0,-0.616304243,TRUE,FALSE,FALSE
